iso_code,continent,location,date,total_cases,new_cases,total_deaths,new_deaths,total_cases_per_million,new_cases_per_million,total_deaths_per_million,new_deaths_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,tests_units,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy
IND,Asia,India,2020-02-13,3.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,,,,,,,,10.19,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
IND,Asia,India,2020-02-14,3.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,,,,,,,,10.19,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
IND,Asia,India,2020-02-15,3.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,,,,,,,,10.19,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
IND,Asia,India,2020-02-16,3.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,,,,,,,,10.19,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
IND,Asia,India,2020-02-17,3.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,,,,,,,,10.19,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
IND,Asia,India,2020-02-18,3.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,,,,,,,,10.19,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
IND,Asia,India,2020-02-19,3.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,,,,,,,,10.19,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
IND,Asia,India,2020-02-20,3.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,,,,,,,,10.19,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
IND,Asia,India,2020-02-21,3.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,,,,,,,,10.19,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
IND,Asia,India,2020-02-22,3.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,,,,,,,,10.19,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
IND,Asia,India,2020-02-23,3.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,,,,,,,,10.19,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
IND,Asia,India,2020-02-24,3.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,,,,,,,,10.19,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
IND,Asia,India,2020-02-25,3.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,,,,,,,,10.19,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
IND,Asia,India,2020-02-26,3.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,,,,,,,,10.19,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
IND,Asia,India,2020-02-27,3.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,,,,,,,,10.19,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
IND,Asia,India,2020-02-28,3.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,,,,,,,,10.19,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
IND,Asia,India,2020-02-29,3.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,,,,,,,,10.19,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
IND,Asia,India,2020-03-01,3.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,,,,,,,,10.19,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
IND,Asia,India,2020-03-02,3.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,,,,,,,,10.19,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
IND,Asia,India,2020-03-03,5.0,2.0,0.0,0.0,0.004,0.001,0.0,0.0,,,,,,,,10.19,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
IND,Asia,India,2020-03-04,6.0,1.0,0.0,0.0,0.004,0.001,0.0,0.0,,,,,,,,15.74,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
IND,Asia,India,2020-03-05,28.0,22.0,0.0,0.0,0.02,0.016,0.0,0.0,,,,,,,,26.85,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
IND,Asia,India,2020-03-06,29.0,1.0,0.0,0.0,0.021,0.001,0.0,0.0,,,,,,,,26.85,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
IND,Asia,India,2020-03-07,31.0,2.0,0.0,0.0,0.022000000000000002,0.001,0.0,0.0,,,,,,,,26.85,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
IND,Asia,India,2020-03-08,34.0,3.0,0.0,0.0,0.025,0.002,0.0,0.0,,,,,,,,26.85,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
IND,Asia,India,2020-03-10,44.0,10.0,0.0,0.0,0.032,0.006999999999999999,0.0,0.0,,,,,,,,26.85,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
IND,Asia,India,2020-03-11,50.0,6.0,0.0,0.0,0.036000000000000004,0.004,0.0,0.0,,,,,,,,26.85,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
IND,Asia,India,2020-03-12,73.0,23.0,0.0,0.0,0.053,0.017,0.0,0.0,,,,,,,,26.85,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
IND,Asia,India,2020-03-13,75.0,2.0,1.0,1.0,0.054000000000000006,0.001,0.001,0.001,6500.0,,0.005,,,,samples tested,33.33,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
IND,Asia,India,2020-03-14,83.0,8.0,2.0,1.0,0.06,0.006,0.001,0.001,,,,,,,samples tested,36.11,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
IND,Asia,India,2020-03-15,90.0,7.0,2.0,0.0,0.065,0.005,0.001,0.0,,,,,,,samples tested,38.89,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
IND,Asia,India,2020-03-16,93.0,3.0,2.0,0.0,0.067,0.002,0.001,0.0,,,,,,,samples tested,48.15,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
IND,Asia,India,2020-03-17,125.0,32.0,3.0,1.0,0.091,0.023,0.002,0.001,,,,,,,samples tested,48.15,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
IND,Asia,India,2020-03-18,137.0,12.0,3.0,0.0,0.099,0.009000000000000001,0.002,0.0,13125.0,,0.01,,,,samples tested,50.0,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
IND,Asia,India,2020-03-19,165.0,28.0,3.0,0.0,0.12,0.02,0.002,0.0,13316.0,191.0,0.01,0.0,,,samples tested,59.72,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
IND,Asia,India,2020-03-20,191.0,26.0,4.0,1.0,0.138,0.019,0.003,0.001,14376.0,1060.0,0.01,0.001,1125.0,0.001,samples tested,70.83,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
IND,Asia,India,2020-03-21,231.0,40.0,4.0,0.0,0.16699999999999998,0.028999999999999998,0.003,0.0,15701.0,1325.0,0.011000000000000001,0.001,1125.0,0.001,samples tested,76.39,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
IND,Asia,India,2020-03-22,320.0,89.0,4.0,0.0,0.23199999999999998,0.064,0.003,0.0,16999.0,1298.0,0.012,0.001,1121.0,0.001,samples tested,100.0,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
IND,Asia,India,2020-03-23,439.0,119.0,7.0,3.0,0.318,0.086,0.005,0.002,20707.0,3708.0,0.015,0.003,1462.0,0.001,samples tested,86.57,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
IND,Asia,India,2020-03-24,492.0,53.0,9.0,2.0,0.35700000000000004,0.038,0.006999999999999999,0.001,20864.0,157.0,0.015,0.0,1295.0,0.001,samples tested,86.57,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
IND,Asia,India,2020-03-25,562.0,70.0,9.0,0.0,0.40700000000000003,0.051,0.006999999999999999,0.0,25144.0,4280.0,0.018000000000000002,0.003,1717.0,0.001,samples tested,100.0,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
IND,Asia,India,2020-03-26,649.0,87.0,13.0,4.0,0.47,0.063,0.009000000000000001,0.003,,,,,1871.0,0.001,samples tested,100.0,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
IND,Asia,India,2020-03-27,724.0,75.0,17.0,4.0,0.525,0.054000000000000006,0.012,0.003,27688.0,,0.02,,1902.0,0.001,samples tested,100.0,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
IND,Asia,India,2020-03-28,873.0,149.0,19.0,2.0,0.633,0.10800000000000001,0.013999999999999999,0.001,,,,,2195.0,0.002,samples tested,100.0,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
IND,Asia,India,2020-03-29,979.0,106.0,25.0,6.0,0.7090000000000001,0.077,0.018000000000000002,0.004,,,,,2492.0,0.002,samples tested,100.0,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
IND,Asia,India,2020-03-30,1071.0,92.0,29.0,4.0,0.7759999999999999,0.067,0.021,0.003,,,,,2445.0,0.002,samples tested,100.0,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
IND,Asia,India,2020-03-31,1251.0,180.0,32.0,3.0,0.907,0.13,0.023,0.002,,,,,2905.0,0.002,samples tested,100.0,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
IND,Asia,India,2020-04-01,1397.0,146.0,35.0,3.0,1.012,0.106,0.025,0.002,,,,,2776.0,0.002,samples tested,100.0,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
IND,Asia,India,2020-04-02,1965.0,568.0,50.0,15.0,1.4240000000000002,0.41200000000000003,0.036000000000000004,0.011000000000000001,47951.0,,0.035,,3076.0,0.002,samples tested,100.0,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
IND,Asia,India,2020-04-03,2301.0,336.0,56.0,6.0,1.6669999999999998,0.243,0.040999999999999995,0.004,69245.0,21294.0,0.05,0.015,5937.0,0.004,samples tested,100.0,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
IND,Asia,India,2020-04-04,2902.0,601.0,68.0,12.0,2.103,0.436,0.049,0.009000000000000001,79950.0,10705.0,0.057999999999999996,0.008,6984.0,0.005,samples tested,100.0,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
IND,Asia,India,2020-04-05,3374.0,472.0,77.0,9.0,2.445,0.342,0.055999999999999994,0.006999999999999999,89534.0,9584.0,0.065,0.006999999999999999,7870.0,0.006,samples tested,100.0,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
IND,Asia,India,2020-04-06,4067.0,693.0,109.0,32.0,2.947,0.502,0.079,0.023,101068.0,11534.0,0.073,0.008,9036.0,0.006999999999999999,samples tested,100.0,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
IND,Asia,India,2020-04-07,4421.0,354.0,114.0,5.0,3.2039999999999997,0.257,0.083,0.004,114015.0,12947.0,0.083,0.009000000000000001,10403.0,0.008,samples tested,100.0,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
IND,Asia,India,2020-04-08,5194.0,773.0,149.0,35.0,3.764,0.56,0.10800000000000001,0.025,127919.0,13904.0,0.09300000000000001,0.01,11906.0,0.009000000000000001,samples tested,100.0,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
IND,Asia,India,2020-04-09,5734.0,540.0,166.0,17.0,4.155,0.391,0.12,0.012,144910.0,16991.0,0.105,0.012,13851.0,0.01,samples tested,100.0,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
IND,Asia,India,2020-04-10,6412.0,678.0,199.0,33.0,4.646,0.491,0.14400000000000002,0.024,161330.0,16420.0,0.11699999999999999,0.012,13155.0,0.01,samples tested,100.0,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
